Title,Published At,URL,Content,Rating,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM stock jumps to 10-year high on accelerated AI growth,2024-01-31T13:05:00+00:00,https://www.marketbeat.com/originals/ibm-stock-jumps-to-10-year-high-on-accelerated-ai-growth/," International Business Machines NYSE: IBM stock is trading at its best levels in nearly 10 years.  Take a look at the IBM chart: The stock is up 14.42% in the past month and up 32.47% in the past three months. The stock broke out of a cup-with-handle base in November, clearing a buy point above $151.93.  IBM stock gapped up 9.49% on January 25 after beating fourth-quarter views, as you can see using MarketBeat's IBM earnings data. The company topped analysts' forecasts on both the top and bottom lines. What's behind the beats and the stock's move? As with any tech stock, you may first guess that AI is the reason, and that would be correct.  In the fourth quarter earnings report, IBM CEO Arvind Krishna said, ""In the fourth quarter, we grew revenue in all of our segments, driven by continued adoption of our hybrid cloud and AI offerings. Client demand for AI is accelerating and our book of business for watsonx and generative AI roughly doubled from the third to the fourth quarter."" Krishna referred to IBM's watsonx AI platform, launched in 2023. The technology allows users to build and train AI models for a variety of business applications.  IBM has been touting its AI business for the past several quarters, but this marked the largest single-day AI-driven price move since the launch of watsonx.  Analysts expect IBM to earn $10.13 per share this year, a growth of 5% over 2023. Next year, that's seen rising by another 6% to $10.71 a share.  IBM long ago reinvented itself as a tech consultant, rather than a hardware maker.  Investors didn't consider IBM among the chief beneficiaries of AI in 2023, although the stock posted a one-year gain of 44.18% as shareholders understood the potential was there.  That potential seems to have been realized, as earnings growth accelerated in the past three quarters, and revenue is growing again after being stagnant from late 2022 through mid-2023.  IBM is making clear to investors that it's earned its place among the top artificial intelligence stocks.  In the earnings report, IBM chief financial officer James Kavanaugh cited revenue growth, as well as profit margin expansion, increased productivity gains and strong cash generation as strengths in the quarter. ""Throughout 2023, those strengths enabled us to increase our investment in R&D and talent, and complete nine acquisitions to bolster our hybrid cloud and AI capabilities, all while continuing to return value to shareholders through our dividend,"" he said. The IBM dividend yield is 3.53%; the company has a 28-year track record of increasing its shareholder payout. That lands IBM a spot on MarketBeat's list of dividend achievers. Over the past decade, IBM has returned capital to shareholders through share buybacks. That reduces the number of shares outstanding, which increases earnings per share. That, in turn, has the effect of boosting investor confidence, often leading to a higher share price.  IBM earnings have increased for the past three years. The compa...",3,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM 2024 Outlook: Uniquely Set To Ride The Open-Source AI Wave,2024-01-30T23:06:01+00:00,https://seekingalpha.com/article/4666161-ibm-2024-outlook-uniquely-set-to-ride-the-open-source-ai-wave?source=feed_all_articles,,No rating found,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM BOARD APPROVES REGULAR QUARTERLY CASH DIVIDEND,2024-01-30T15:14:03+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/IBM-BOARD-APPROVES-REGULAR-QUARTERLY-CASH-DIVIDEND-45842214/?utm_medium=RSS&utm_content=20240130,Forbidden. XID: 54779215 Varnish cache server,2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thinking about trading options or stock in Super Micro Computer, Palantir Technologies, IBM, Uber Technologies, or Calix?",2024-01-30T14:32:05+00:00,https://www.marketscreener.com/quote/stock/UBER-TECHNOLOGIES-INC-57860975/news/Thinking-about-trading-options-or-stock-in-Super-Micro-Computer-Palantir-Technologies-IBM-Uber-Te-45841885/?utm_medium=RSS&utm_content=20240130,Forbidden. XID: 138382467 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM: collaboration with GSMA for AI training,2024-01-30T13:32:07+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/IBM-collaboration-with-GSMA-for-AI-training-45841185/?utm_medium=RSS&utm_content=20240130,Forbidden. XID: 117809407 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
GSMA and IBM Collaborate to Accelerate AI Adoption and Skills for the Telecoms Sector with Launch of Generative AI Training Program and Industry Challenge,2024-01-30T13:01:13+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/GSMA-and-IBM-Collaborate-to-Accelerate-AI-Adoption-and-Skills-for-the-Telecoms-Sector-with-Launch-of-45840663/?utm_medium=RSS&utm_content=20240130,Forbidden. XID: 76732521 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Return to office or quit, IBM tells managers",2024-01-30T09:23:00+00:00,https://www.computerworld.com/article/3712680/return-to-office-or-quit-ibm-tells-managers.html#tk.rss_all,"
				Remote workers, excluding those with specific exemptions such as medical issues or military service, must relocate closer to an IBM office by the beginning of August.			  Amid mixed reactions to companies attempting to end remote work, IBM has asked all its US managers to return to the office or leave the job, according to a Bloomberg report. In a memo dated January 16, senior VP John Granger said that all managers based in the US must now report to an office or client location for a minimum of three days each week, irrespective of their current work arrangement. Remote workers, excluding those with specific exemptions such as medical issues or military service, must relocate closer to an IBM office by the beginning of August. Typically, this involves residing within a 50-mile (approximately 80 kilometers) radius. The company will utilize badge-in data to evaluate individual attendance. Managers who don’t relocate and are unable to secure a role that’s approved to be remote must “separate from IBM.�?Significantly, this comes after IBM CEO Arvind Krishna said in May last year that the company plans to use AI to replace 7,800 jobs over the next five years. Prior to that, IBM had said it would cut about 3,900 jobs, or 1.5% of its workforce, to reduce costs. In September, IBM asked employees at its software division to return to the office. Unlike the latest decision to ask US managers, the previous mandate was issued to employees worldwide. The new mandate arrives amid a backdrop of varying opinions among employees and companies regarding the advantages of discontinuing remote work. A recent survey by Resumebuilder showed that 90% of companies plan to stop working from home by the end of 2024. About 24% said they would threaten to fire employees who don’t comply. However, another survey by Envoy showed that 80% of executives regret the initial steps taken to bring employees back to the office. The Bloomberg report added that despite the implementation of new regulations, office attendance in 2023 exhibited limited growth, as per data provided by Kastle Systems. Within the ten largest business districts in the US, the presence of employees in offices remained at approximately 50% of pre-pandemic levels, with technology-centric regions such as the San Francisco Bay Area recording even lower percentages. IBM did not respond to detailed email queries.  “IBM is focused on providing a work environment that balances flexibility with the face-to-face interactions that make us more productive, innovative, and better able to serve our clients,�?the company told Bloomberg. “Consistent with that approach, we’re requiring executives and people managers in the United States to be in the office at least three days per week.�?Prasanth Aby Thomas is a contributing writer.",-2,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM to Managers: Move Near an Office or Leave Company,2024-01-30T07:25:26+00:00,https://www.thehindubusinessline.com/info-tech/ibm-to-managers-move-near-an-office-or-leave-company/article67791929.ece,"Get businessline apps on Connect with us TO ENJOY ADDITIONAL BENEFITS Connect With Us Get BusinessLine apps on By  Bloomberg 
Comments
 
READ LATER
 International Business Machines Corp. delivered a companywide ultimatum to managers who are still working remotely: move near an office or leave the company. All US managers must immediately report to an office or client location at least three days a week “regardless of current work location status,�?according to a memo sent on January 16 viewed by Bloomberg. Badge-in data will be used to “assess individual presence�?and shared with managers and human resources, Senior Vice President John Granger wrote in the note. Those working remotely, other than employees with exceptions such as medical issues or military service, who don’t live close enough to commute to a facility must relocate near an IBM office by the start of August, according to the memo. That generally means within 50 miles (80 kilometers), according to a person familiar with the rule who asked not to be identified speaking about corporate policy. Managers who don’t agree to relocate and are unable to secure a role that’s approved to be remote must “separate from IBM,�?Granger wrote. “IBM is focused on providing a work environment that balances flexibility with the face-to-face interactions that make us more productive, innovative and better able to serve our clients,�?a company spokesperson said. “Consistent with that approach, we’re requiring executives and people managers in the United States to be in the office at least three days per week.�?Chief Executive Office Arvind Krishna has long touted the importance of in-person work. In a May 2023 interview with Bloomberg, Krishna said that promotions will be rarer for those who aren’t on-site. Some teams within IBM had already instituted office attendance requirements. IBM has slimmed its operations to focus on software and services in recent years, introduced new products to capitalize on interest in artificial intelligence and divested its managed infrastructure, weather and health businesses. Executives gave a positive outlook for 2024 with fourth-quarter earnings last week, sending shares to their best day in almost four years. Big Blue expects to reduce jobs this year, spending a similar amount on restructuring as it did last year when it planned to cut 3,900 workers, Chief Financial Officer James Kavanaugh said last week. Return-to-office mandates are often seen as fuelling attrition. IBM had about 2,88,000 workers globally at the end of 2022. The company has closed a number of offices since the onset of the pandemic, potentially complicating return-to-office plans for workers. That includes in central New York State, Southbury, Connecticut, and Iowa. Reducing its real estate footprint is part of IBM’s ongoing margin-expansion efforts, Kavanaugh said during an earnings call last week. It couldn’t be determined how many managers would be required to move under the new rules. Many comp...",-2,,,,,,,,,,,,,,,,,,,,,,,,,,
Move near office or leave job: IBM issues ultimatum to managers working remote,2024-01-30T06:57:14+00:00,https://www.businesstoday.in/technology/news/story/move-near-office-or-leave-job-ibm-issues-ultimatum-to-managers-working-remote-415347-2024-01-30?utm_source=rssfeed,"Feedback International Business Machines has given a companywide ultimatum to managers who are still working remotely: move near an office or leave the company. All US managers must immediately report to an office or client location at least three days a week “regardless of current work location status,�?according to a Bloomberg report.  Badge-in data will be used to “assess individual presence�?and shared with managers and human resources, the firm told its managers in a note. Those working remotely, other than employees with exceptions such as medical issues or military service, who don’t live close enough to commute to a facility must relocate near an IBM office by the start of August, according to the memo. That generally means within 50 miles (80 kilometers), the Bloomberg report said. Managers who don’t agree to relocate and are unable to secure a role that’s approved to be remote have been asked to “separate from IBM.”�?“IBM is focused on providing a work environment that balances flexibility with the face-to-face interactions that make us more productive, innovative and better able to serve our clients,�?a company spokesperson said. “Consistent with that approach, we’re requiring executives and people managers in the United States to be in the office at least three days per week.�?Chief Executive Office Arvind Krishna has long touted the importance of in-person work. In a May 2023 interview with Bloomberg, Krishna said that promotions will be rarer for those who aren’t on-site. Some teams within IBM had already instituted office attendance requirements. A November memo told employees in the infrastructure business unit to show up at company locations at least three days a week with “managers and executives expected to be in more.�?Copyright©2024 Living Media India Limited. For reprint rights: Syndications Today Add Business Today to Home Screen Home Market BT TV Reels Menu Menu",-2,,,,,,,,,,,,,,,,,,,,,,,,,,
"Slow economic growth forecast in 2024,",2024-01-29T21:05:25+00:00,https://www.rdworldonline.com/slow-economic-growth-forecast-in-2024/,,No rating found,,,,,,,,,,,,,,,,,,,,,,,,,,
The Weather Company Discusses How Weather Will Impact You in 2024,2024-01-29T18:14:03+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/The-Weather-Company-Discusses-How-Weather-Will-Impact-You-in-2024-45833332/?utm_medium=RSS&utm_content=20240129,Forbidden. XID: 159023781 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Bank of Canada Increases International Business Machines (NYSE:IBM) Price Target to $200.00,2024-01-29T08:52:42+00:00,https://www.etfdailynews.com/2024/01/29/royal-bank-of-canada-increases-international-business-machines-nyseibm-price-target-to-200-00/,"Monitor your portfolio in real-time. Access our top stock picks, proprietary research reports, stock screeners and more. Try MarketBeat All Access for free today. Sign up to receive the latest headlines and analysts' recommendations for your stocks with our free daily email newsletter: Sign up for MarketBeat All Access to gain access to MarketBeat's full suite of research tools: View the latest news, buy/sell ratings, SEC filings and insider transactions for your stocks. Compare your portfolio performance to leading indices and get personalized stock ideas based on your portfolio. Get daily stock ideas from top-performing Wall Street analysts. Get short term trading ideas from the MarketBeat Idea Engine. View which stocks are hot on social media with MarketBeat's trending stocks report. Identify stocks that meet your criteria using seven unique stock screeners. See what's happening in the market right now with MarketBeat's real-time news feed. Export data to Excel for your own analysis.  As Featured By: 
345 N Reid Place, Suite 620, Sioux Falls, SD 57103

contact@marketbeat.com

(844) 978-6257
 © MarketBeat Media, LLC® 2010-2024. All rights reserved. 
© 2024 Market data provided is at least 10-minutes delayed and hosted by Barchart Solutions. Information is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed. To see all exchange delays and terms of use please see Barchart's disclaimer. 
 My Account - ",0,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal Bank of Canada Increases International Business Machines (NYSE:IBM) Price Target to $200.00,2024-01-29T08:20:43+00:00,https://www.americanbankingnews.com/2024/01/29/royal-bank-of-canada-increases-international-business-machines-nyseibm-price-target-to-200-00.html,  The article you are looking for could not be found (error 404). You may be interested in some of the content listed below:  ,0,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO Capital Markets Raises International Business Machines (NYSE:IBM) Price Target to $210.00,2024-01-29T08:20:42+00:00,https://www.etfdailynews.com/2024/01/29/bmo-capital-markets-raises-international-business-machines-nyseibm-price-target-to-210-00/,"Monitor your portfolio in real-time. Access our top stock picks, proprietary research reports, stock screeners and more. Try MarketBeat All Access for free today. Sign up to receive the latest headlines and analysts' recommendations for your stocks with our free daily email newsletter: Sign up for MarketBeat All Access to gain access to MarketBeat's full suite of research tools: View the latest news, buy/sell ratings, SEC filings and insider transactions for your stocks. Compare your portfolio performance to leading indices and get personalized stock ideas based on your portfolio. Get daily stock ideas from top-performing Wall Street analysts. Get short term trading ideas from the MarketBeat Idea Engine. View which stocks are hot on social media with MarketBeat's trending stocks report. Identify stocks that meet your criteria using seven unique stock screeners. See what's happening in the market right now with MarketBeat's real-time news feed. Export data to Excel for your own analysis.  As Featured By: 
345 N Reid Place, Suite 620, Sioux Falls, SD 57103

contact@marketbeat.com

(844) 978-6257
 © MarketBeat Media, LLC® 2010-2024. All rights reserved. 
© 2024 Market data provided is at least 10-minutes delayed and hosted by Barchart Solutions. Information is provided 'as-is' and solely for informational purposes, not for trading purposes or advice, and is delayed. To see all exchange delays and terms of use please see Barchart's disclaimer. 
 My Account - ",0,,,,,,,,,,,,,,,,,,,,,,,,,,
Is Cloud the New Mainframe?,2024-01-28T16:34:00+00:00,https://slashdot.org/story/24/01/28/054252/is-cloud-the-new-mainframe?utm_source=rss1.0mainlinkanon&utm_medium=feed,"
					
						
						Please create an account to participate in the Slashdot moderation system
					
				 
Nickname:

 
Password:

 
Nickname:

 
Password:

 
The Fine Print: The following comments are owned by whoever posted them.  We are not responsible for them in any way.
 The ""dream"" of having this centralized massive computer where people connect their dumb terminals to and pay rental for computing time.Many names, many disguises, from time to time this nightmare comes back to life like dracula on that konami franchise, and it has to be put down again before its too late.One day the megacorps may get to dumb people enough to finally accept it instead of just fighting it tooth and nail as has been for decades. But we aren't connecting dumb terminals to the cloud (with some exceptions). The cloud is far more analogous to the commodity servers in a company's data centers today than it is to mainframes. Moving away from mainframes was in part because commodity servers gave more flexibility, and the cloud provides even more flexibility than owning your own servers. The cloud is a continuation of the forces which moved us away from mainframes in the first place, not a movement back towards the mainframe. You've missed the point. These days, commodity hardware underneath your desk is 90% more-powerful/more-capable than whatever commodity hardware you are actually leveraging in your timeshared cloudy contractYeah but nowadays, all that power is required to run the modern version of a dumb terminal, bloated web browsers running bloated ""cloud"" web applications. /s You've missed the point. These days, commodity hardware underneath your desk is 90% more-powerful/more-capable than whatever commodity hardware you are actually leveraging in your timeshared cloudy contract Yeah but nowadays, all that power is required to run the modern version of a dumb terminal, bloated web browsers running bloated ""cloud"" web applications. /s These days, commodity hardware underneath your desk is 90% more-powerful/more-capable than whatever commodity hardware you are actually leveragingI'm not wearing pants. Where are you going with this? These days, commodity hardware underneath your desk is 90% more-powerful/more-capable than whatever commodity hardware you are actually leveraging I'm not wearing pants. Where are you going with this? Cloud makes sense where a business has rapidly changing needs, so it's not worth buying and operating enough servers to meet the maximum capacity requirements that only come into play rarely. Remember when sites used to get Slashdotted? CDNs solved that, because a site can go from 10 hits a day to 10 million and back again, and the CDN has the capacity to handle the spike. The other advantage is not having to maintain servers and software yourself. Securing them can be challenging, especially for public inter  Again, cloud servers...handling...the security, is preferable.As Microsoft just demonstrated with their most recent major security ...",0,,,,,,,,,,,,,,,,,,,,,,,,,,
Tech layoffs in 2024: A timeline,2024-01-26T20:32:00+00:00,https://www.computerworld.com/article/3685936/tech-layoffs-in-2023-a-timeline.html#tk.rss_all,"
				Technology companies have continued to lay off staff in 2024, despite improving fundamentals. Here's an updated timeline of notable layoffs, and reasons why Big Tech is in turmoil.			  After two years of massive layoffs at IT companies, 2024 was expected to be a year of recovery for the IT industry. While there are early signs of that, with global IT spending expected to increase 8% to cross $5.1 trillion in 2024 according to Gartner, jobs continue to be impacted in the sector. Some of the layoffs being seen this year are an extension of job cuts announced in 2023. Last year, tech giants including Amazon, Cisco, Facebook parent company Meta, Microsoft, Google, IBM, SAP, and Salesforce—as well as many smaller companies —announced sweeping job cuts. The problem: Big Tech went on a hiring binge during the pandemic when lockdowns sparked a tech buying spree to support remote work and an uptick in e-commerce, and now they face revenue declines. According to data compiled by Layoffs.fyi, the online tracker keeping tabs on job losses in the technology sector, 1,186 tech companies laid off about 262,682 staff in 2023, compared to 164,969 layoffs in 2022. In 2024, 168 tech companies have already laid off 42,324 employees. Here is a list—to be updated regularly—of some of the most prominent technology layoffs the industry has experienced recently. Feb. 14: Cisco cuts 5% of workforce Cisco will shed 4,200 of its 84,900 employees as it refocuses on more profitable areas of its business, including AI and security. The company’s last major round of layoffs was in November 2022. Cisco’s sales of telecommunications equipment have been hit by delays at telcos in rolling out equipment they havealready purchased. AI, on the other hand, is a growing business for Cisco, with AI-related sales in the billions—and that’s before it announced its recent partnership with Nvidia, which is making bank on sales of chips for AI applications.  Feb. 6 DocuSign will lay off 6% of workforce in restructuring Digital workflow company DocuSign will lay off 440 of its 7,336 staff as it seeks to cut costs. The lay-offs come amid reports that attempts to sell the company to investment firms have fallen apart after a failure to agree on price. Jan. 25: Microsoft axes 1,900 workers in its gaming division Roughly 8% of Microsoft’s Gaming division is headed for unemployment, the company announced Thursday, with the lion’s share of job cuts affecting the newly acquired Activision Blizzard subsidiary. Microsoft completed its purchase of Activision Blizzard in October 2023, paying nearly $69 billion. About 1,900 employees will be let go, along with two executives at Blizzard: Mike Ybarra and Allen Adham. A pending survival game title, according to Reuters, has also been cancelled. The layoffs were largely expected in the wake of the Microsoft acquisition. Jan. 24: SAP announces $2.2B restructuring program that’ll impact 8,000 jobs German enterprise software giant SAP said this week that 8...",-2,,,,,,,,,,,,,,,,,,,,,,,,,,
"High Options Volume for January 25, 2024",2024-01-26T16:45:04+00:00,https://theoptionsinsider.com/news/unusualactivity/high-options-volume-for-january-25-2024/," by ORATS | Jan 26, 2024 | Unusual Activity IBM, NOW, JETS, LRCX, STX, HUM, AAL, LUV, NOC, and ASML have unusual options volume today. For more information please see: https://orats.com/earnings Information available on ORATS.com is available to all subscribers. ORATS does not make recommendations as to particular securities or derivative instruments, and does not advocate the purchase or sale of any security or investment by you or any other individual. ORATS does not guarantee the accuracy, completeness or timeliness of the Information. By using the Services of ORATS.com, including any applications or content available through us, you agree that use of the Services is entirely at your own risk. You understand and acknowledge that there is a very high degree of risk involved in trading options and securities. Past results are not indicative of future returns that may be realized by you. We assume no responsibility or liability for your trading and investment results. Click on images to enlarge.   ",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Charging Higher, A “Dear John�?Letter This Morning, and Hold Off on the Urge to Buy Here",2024-01-26T15:02:59+00:00,https://moneymorning.com/2024/01/26/charging-higher-a-dear-john-letter-this-morning-and-hold-off-on-the-urge-to-buy-here/,"This website is using a security service to protect itself from online attacks. The action you just performed triggered the security solution. There are several actions that could trigger this block including submitting a certain word or phrase, a SQL command or malformed data. You can email the site owner to let them know you were blocked. Please include what you were doing when this page came up and the Cloudflare Ray ID found at the bottom of this page. 
Cloudflare Ray ID: 86e2d762ab09731e
�?
      Your IP:
      Click to reveal
2a02:c7c:ec87:4b00:d424:bff1:5c6:228e
�?
Performance & security by Cloudflare
",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Analyst recommendations: Chewy, Coinbase Global, IBM, Intel, Snap...",2024-01-26T10:36:32+00:00,https://www.marketscreener.com/news/latest/Analyst-recommendations-Chewy-Coinbase-Global-IBM-Intel-Snap---45820614/?utm_medium=RSS&utm_content=20240126,Forbidden. XID: 1066726681 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Stock market today: Asian shares mostly fall despite solid signs of U.S. growth,2024-01-26T09:05:08+00:00,https://www.mymotherlode.com/news/national/3298870/stock-market-today-asian-shares-mostly-fall-despite-solid-signs-of-u-s-growth.html,"   myMotherLode.com - Responsive Dev - The Mother Lode's Local News, Sports, Weather, Movies, Classifieds, Yellow Pages, Real Estate   We’re Sorry! The page you are attempting to access was not found. Here are some tips for finding what you wanted: Use the myMotherLode.com Keyword Search to go straight to a specific page",0,,,,,,,,,,,,,,,,,,,,,,,,,,
International Business Machines Corp - Doc re: Form 8-K,2024-01-26T07:01:13+00:00,https://www.marketscreener.com/quote/stock/IBM-4000517/news/International-Business-Machines-Corp-Doc-re-Form-8-K-45818616/?utm_medium=RSS&utm_content=20240126,Forbidden. XID: 114828298 Varnish cache server,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Street: record after record, Tesla and Intel disappoint",2024-01-26T06:37:07+00:00,https://www.marketscreener.com/quote/index/DOW-JONES-INDUSTRIAL-4945/news/Wall-Street-record-after-record-Tesla-and-Intel-disappoint-45818505/?utm_medium=RSS&utm_content=20240126,Forbidden. XID: 160859080 Varnish cache server,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Street: record after record, Tesla and Intel disappoint",2024-01-25T22:08:10+00:00,https://www.marketscreener.com/quote/index/DOW-JONES-INDUSTRIAL-4945/news/Wall-Street-record-after-record-Tesla-and-Intel-disappoint-45816861/?utm_medium=RSS&utm_content=20240125,Forbidden. XID: 118202912 Varnish cache server,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"How major US stock indexes fared Thursday, 1/25/2024",2024-01-25T22:07:33+00:00,https://www.mymotherlode.com/news/national/3298563/how-major-us-stock-indexes-fared-thursday-1-25-2024.html,"   myMotherLode.com - Responsive Dev - The Mother Lode's Local News, Sports, Weather, Movies, Classifieds, Yellow Pages, Real Estate   We’re Sorry! The page you are attempting to access was not found. Here are some tips for finding what you wanted: Use the myMotherLode.com Keyword Search to go straight to a specific page",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"IBM, Lam Research rise; Tesla, Humana fall, Thursday, 1/25/2024",2024-01-25T21:13:21+00:00,https://wtop.com/news/2024/01/ibm-lam-research-rise-tesla-humana-fall-thursday-1-25-2024/,"
The Associated Press  January 25, 2024, 4:13 PM NEW YORK (AP) �?Stocks that traded heavily or had substantial price changes on Thursday: Tesla Inc., down $25.20 to $182.63. The electric vehicle maker reported disappointing fourth-quarter earnings and warned of “notably lower�?sales growth this year. International Business Machines Corp., up $16.50 to $190.43. The technology and consulting company beat analysts�?fourth-quarter earnings and revenue forecasts. Lam Research Corp., up $17.44 to $865.60. The semiconductor equipment maker gave investors an encouraging earnings forecast. ResMed Inc., up $14.57 to $186.35. The maker of medical products for respiratory disorders beat Wall Streets�?fiscal second-quarter earnings and revenue forecasts. Hexcel Corp., down $6.04 to $65.61. The maker of lightweight composite materials gave investors a disappointing earnings forecast. Ethan Allen Interiors Inc., up 15 cents to $29.75. The home furnishings company’s second-quarter earnings missed analysts�?forecasts, but it reported a rising profit margin. Humana Inc., down $47.04 to $355.36. The health insurer’s earnings forecast fell far short of Wall Street expectations. American Airlines Group Inc., up $1.43 to $15.36. The airline gave investors an encouraging earnings forecast. Copyright
                        © 2024 The Associated Press. All rights reserved. This material may not be published, broadcast, written or redistributed. 5425 Wisconsin Ave
                Chevy Chase, MD 20815 
hello@wtop.com
 
202.895.5000
  Copyright © 2023 by WTOP. All rights reserved. This website is not intended for users located within the European Economic Area.",1,,,,,,,,,,,,,,,,,,,,,,,,,,
"#HotOptions Report For End Of Day, January 25, 2024 �?TSLA, NVDA, AMD, AAPL, INTC, PYPL, AMZN, GOOGL, BA, AAL, IBM, MSFT, NFLX, MARA, META, SOFI, BABA, RIVN, GOOG, NIO",2024-01-25T21:09:41+00:00,https://theoptionsinsider.com/news/most-active-options/hotoptions-report-for-end-of-day-january-25-2024-tsla-nvda-amd-aapl-intc-pypl-amzn-googl-ba-aal-ibm-msft-nflx-mara-meta-sofi-baba-rivn-goog-nio/," by The Options Insider | Jan 25, 2024 | Most Actives  Data Courtesy Of Trade Alert  ",0,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM Shares Soar to 10-Year High on Rosy AI Outlook,2024-01-25T20:21:04+00:00,https://www.wgmd.com/ibm-shares-soar-to-10-year-high-on-rosy-ai-outlook/,"Tuesday, April 02, 2024 Email: info@wgmd.com Home  News  Weather  Traffic  Sports  Listen & Watch  Extras © 2024 DataTech Digital, Inc. All Rights Reserved. The Talk of Delmarva is a registered trademark of DataTech Digital, LLC. WGMD 92.7 and WUSX 98.5 are licensed through the FCC.  Any usage without the express written consent of DataTech Digital, LLC is prohibited. Designed by Techno Goober",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nasdaq, S&P, Dow mixed as Tesla, Humana slump offsets IBM pop, favorable GDP data",2024-01-25T19:23:10+00:00,https://seekingalpha.com/news/4058651-stock-market-news-today-nasdaq-sp500-dow-jones-earnings-season-gdp?utm_source=feed_news_all&utm_medium=referral&feed_item_type=news,,No rating found,,,,,,,,,,,,,,,,,,,,,,,,,,
"IBM, Lam Research rise; Tesla, Humana fall, Thursday, 1/25/2024",2024-01-25T19:08:08+00:00,https://www.mymotherlode.com/news/national/3298438/ibm-lam-research-rise-tesla-humana-fall-thursday-1-25-2024.html,"   myMotherLode.com - Responsive Dev - The Mother Lode's Local News, Sports, Weather, Movies, Classifieds, Yellow Pages, Real Estate   We’re Sorry! The page you are attempting to access was not found. Here are some tips for finding what you wanted: Use the myMotherLode.com Keyword Search to go straight to a specific page",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Most Active Equity Options For Mid-Day, January 25, 2024 �?TSLA, AMD, NVDA, AMZN, BA, GOOGL, INTC, AAPL, IBM, AAL, MSFT, META, NFLX, MARA, RIVN, LVS, PYPL, BABA, NIO, GOOG",2024-01-25T17:13:02+00:00,https://theoptionsinsider.com/news/most-active-options/most-active-equity-options-for-mid-day-january-25-2024-tsla-amd-nvda-amzn-ba-googl-intc-aapl-ibm-aal-msft-meta-nflx-mara-rivn-lvs-pypl-baba-nio-goog/," by The Options Insider | Jan 25, 2024 | Most Actives  Data Courtesy Of Trade Alert  ",0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stocks in motion: IBM and ADT up, Tesla and Humana down",2024-01-25T17:03:53+00:00,https://www.marketscreener.com/news/latest/Stocks-in-motion-IBM-and-ADT-up-Tesla-and-Humana-down--45815147/?utm_medium=RSS&utm_content=20240125,Forbidden. XID: 138808778 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Street: upbeat after IBM and GDP figures,2024-01-25T16:59:31+00:00,https://www.marketscreener.com/quote/index/DOW-JONES-INDUSTRIAL-4945/news/Wall-Street-upbeat-after-IBM-and-GDP-figures-45815104/?utm_medium=RSS&utm_content=20240125,Forbidden. XID: 160531573 Varnish cache server,1,,,,,,,,,,,,,,,,,,,,,,,,,,
"IBM: new ten-year high, results hailed",2024-01-25T16:21:09+00:00,https://www.marketscreener.com/quote/stock/IBM-4828/news/IBM-new-ten-year-high-results-hailed-45814755/?utm_medium=RSS&utm_content=20240125,Forbidden. XID: 97337195 Varnish cache server,3,,,,,,,,,,,,,,,,,,,,,,,,,,
"Global markets live: IBM, Nokia, Tesla, Ford, Blackstone...",2024-01-25T16:17:44+00:00,https://www.marketscreener.com/news/latest/Global-markets-live-IBM-Nokia-Tesla-Ford-Blackstone---45814737/?utm_medium=RSS&utm_content=20240125,Forbidden. XID: 49569518 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
"Global markets live: IBM, Nokia, Tesla, Ford, Blackstone...",2024-01-25T16:17:35+00:00,https://www.marketscreener.com/news/latest/Global-markets-live-IBM-Nokia-Tesla-Ford-Blackstone---45814736/?utm_medium=RSS&utm_content=20240125,Forbidden. XID: 122429016 Varnish cache server,0,,,,,,,,,,,,,,,,,,,,,,,,,,
